epoch,accuracy,loss,val_accuracy,val_loss
0,0.5618799924850464,0.6414869427680969,0.8114583492279053,0.4380057752132416
1,0.8331199884414673,0.37994399666786194,0.8494791388511658,0.35400617122650146
2,0.8559200167655945,0.33388182520866394,0.8369791507720947,0.3492959141731262
3,0.8623200058937073,0.31992995738983154,0.8255208134651184,0.3394765257835388
4,0.8679199814796448,0.3102964162826538,0.8583333492279053,0.31811878085136414
5,0.8669999837875366,0.30778422951698303,0.8588541746139526,0.3153948485851288
6,0.8693600296974182,0.3056069612503052,0.8541666865348816,0.3180374205112457
7,0.8696799874305725,0.30281221866607666,0.8619791865348816,0.32640594244003296
